id_siswa,usia,jenis_kelamin,jurusan,ipk,beban_mata_kuliah,rata_rata_nilai_mata_kuliah,tingkat_kehadiran,status_studi,login_lms_bulan_lalu,rata_rata_durasi_sesi_menit,tingkat_pengumpulan_tugas,jumlah_partisipasi_forum,tingkat_penyelesaian_video,tingkat_risiko
S1226,23,Laki-laki,Seni,2.45,3,67.8,0.92,Cuti,16,37,0.56,17,0.73,Tinggi
S1227,24,Lainnya,Bisnis,3.79,4,97.8,0.9,Aktif,16,81,0.63,8,0.67,Rendah
S1228,25,Lainnya,Seni,3.57,3,99.1,0.9,Aktif,13,64,0.57,18,0.73,Rendah
S1229,23,Lainnya,Seni,3.4,4,75.1,0.89,Lulus,23,67,0.7,9,0.66,Rendah
S1230,20,Lainnya,Seni,3.23,3,96.9,0.87,Cuti,36,54,0.64,14,0.72,Rendah
S1231,24,Perempuan,Seni,3.73,5,81.8,0.79,Lulus,39,81,0.87,0,0.68,Sedang
S1232,25,Laki-laki,Bisnis,2.45,6,70.8,0.86,Cuti,38,28,0.55,10,0.78,Tinggi
S1233,22,Perempuan,Ilmu Komputer,3.75,4,88.1,0.62,Cuti,31,38,0.88,13,0.62,Tinggi
S1234,18,Laki-laki,Teknik,3.58,6,86.4,0.85,Cuti,35,32,0.52,9,0.99,Rendah
S1235,19,Laki-laki,Seni,3.5,4,99.6,0.91,Cuti,36,41,0.6,18,0.75,Rendah
S1236,21,Laki-laki,Ilmu Komputer,3.12,4,70.6,0.8,Cuti,13,19,0.9,15,0.6,Sedang
S1237,18,Perempuan,Ilmu Komputer,2.49,4,86.9,0.74,Aktif,26,58,0.87,7,0.74,Tinggi
S1238,25,Laki-laki,Bisnis,2.85,5,62.1,0.71,Aktif,18,74,0.74,1,0.93,Tinggi
S1239,18,Perempuan,Ilmu Komputer,3.59,3,64.5,0.86,Cuti,30,38,0.52,6,0.51,Rendah
S1240,20,Lainnya,Bisnis,2.06,4,60.2,0.88,Aktif,8,68,0.8,18,0.84,Tinggi
S1241,22,Lainnya,Seni,3.56,5,100.0,0.95,Lulus,37,54,0.7,6,0.77,Rendah
S1242,21,Laki-laki,Seni,2.48,4,92.1,0.74,Lulus,16,76,0.66,14,0.58,Tinggi
S1243,24,Perempuan,Teknik,2.29,3,91.5,0.91,Lulus,18,60,0.82,7,0.91,Tinggi
S1244,24,Lainnya,Teknik,2.23,4,80.4,0.82,Cuti,3,20,0.72,13,0.68,Tinggi
S1245,24,Perempuan,Teknik,2.05,5,72.0,0.95,Cuti,10,15,0.55,0,0.65,Tinggi
S1246,25,Perempuan,Ilmu Komputer,3.05,3,66.1,0.81,Aktif,21,76,0.96,12,0.91,Sedang
S1247,23,Laki-laki,Seni,2.44,5,71.4,0.81,Aktif,3,71,0.89,2,0.82,Tinggi
S1248,23,Lainnya,Bisnis,3.98,3,75.0,0.83,Aktif,16,14,0.53,5,0.95,Sedang
S1249,19,Laki-laki,Teknik,3.15,3,90.3,0.9,Lulus,7,18,0.76,18,0.81,Rendah
S1250,21,Laki-laki,Bisnis,2.28,6,81.6,0.99,Lulus,33,37,0.54,14,0.87,Tinggi
S1251,24,Lainnya,Bisnis,3.38,6,63.1,0.63,Lulus,10,86,0.92,3,0.92,Tinggi
S1252,23,Lainnya,Teknik,3.8,6,60.7,0.62,Lulus,30,47,0.81,2,0.53,Tinggi
S1253,25,Perempuan,Seni,3.49,3,64.1,0.98,Aktif,10,52,0.59,3,0.89,Rendah
S1254,19,Lainnya,Teknik,2.15,4,76.4,0.81,Cuti,37,30,0.51,4,0.81,Tinggi
S1255,22,Perempuan,Bisnis,3.79,5,97.3,0.85,Cuti,20,71,0.52,17,0.53,Rendah
S1256,19,Perempuan,Teknik,3.59,5,85.5,0.79,Lulus,29,55,0.75,9,0.75,Sedang
S1257,23,Perempuan,Bisnis,2.32,5,92.1,0.64,Cuti,9,79,0.87,7,0.54,Tinggi
S1258,20,Lainnya,Bisnis,2.1,6,78.7,0.91,Cuti,25,47,0.56,11,0.87,Tinggi
S1259,25,Laki-laki,Teknik,3.11,3,74.5,0.9,Cuti,26,58,0.61,2,0.77,Rendah
S1260,20,Perempuan,Ilmu Komputer,2.31,6,64.3,0.72,Lulus,7,84,0.66,17,0.98,Tinggi
S1261,24,Laki-laki,Teknik,3.67,4,95.0,0.72,Aktif,38,48,0.61,7,0.59,Tinggi
S1262,20,Laki-laki,Ilmu Komputer,2.72,3,91.3,0.94,Aktif,7,80,0.7,0,0.8,Sedang
S1263,24,Lainnya,Bisnis,3.83,5,66.7,0.63,Cuti,7,39,0.78,13,0.61,Tinggi
S1264,24,Laki-laki,Bisnis,3.13,6,80.5,0.95,Aktif,33,30,0.84,12,0.81,Rendah
S1265,23,Laki-laki,Ilmu Komputer,2.37,6,79.5,0.7,Aktif,15,10,0.98,11,0.86,Tinggi
S1266,20,Lainnya,Bisnis,2.28,4,85.0,0.84,Lulus,12,41,0.97,2,0.86,Tinggi
S1267,24,Perempuan,Ilmu Komputer,3.15,4,97.8,0.97,Lulus,22,17,0.79,17,0.91,Rendah
S1268,21,Laki-laki,Ilmu Komputer,3.52,6,83.2,0.87,Cuti,11,78,0.87,12,0.93,Rendah
S1269,22,Lainnya,Bisnis,3.56,4,81.6,0.77,Cuti,26,39,0.98,14,0.54,Sedang
S1270,19,Laki-laki,Seni,2.55,5,62.0,0.88,Cuti,21,17,0.54,9,0.67,Sedang
S1271,19,Laki-laki,Ilmu Komputer,2.41,4,62.5,0.74,Lulus,31,28,0.5,0,0.84,Tinggi
S1272,23,Perempuan,Teknik,2.03,4,67.5,0.71,Aktif,26,68,0.51,5,0.75,Tinggi
S1273,20,Laki-laki,Teknik,3.36,6,61.3,1.0,Lulus,1,64,0.78,8,0.6,Rendah
S1274,20,Lainnya,Bisnis,2.15,6,89.7,0.9,Lulus,32,39,0.88,9,0.78,Tinggi
S1275,24,Laki-laki,Seni,2.84,3,88.9,0.86,Aktif,25,88,0.68,14,0.7,Sedang
S1276,25,Perempuan,Bisnis,3.2,3,65.4,0.74,Aktif,27,45,0.77,8,0.7,Tinggi
S1277,18,Perempuan,Seni,3.87,6,93.4,0.62,Cuti,18,64,0.76,13,0.9,Tinggi
S1278,24,Lainnya,Ilmu Komputer,2.62,4,66.2,0.61,Aktif,4,53,0.55,10,0.7,Tinggi
S1279,22,Perempuan,Ilmu Komputer,2.5,4,72.0,0.82,Aktif,32,36,0.66,6,0.51,Sedang
S1280,21,Laki-laki,Ilmu Komputer,3.31,3,70.0,0.9,Aktif,19,86,0.51,1,0.53,Rendah
S1281,19,Perempuan,Ilmu Komputer,3.24,3,74.9,0.81,Aktif,29,87,0.56,13,0.93,Sedang
S1282,24,Lainnya,Teknik,2.66,3,70.2,0.94,Cuti,7,63,0.91,5,0.98,Sedang
S1283,18,Perempuan,Teknik,3.86,5,79.6,0.61,Cuti,37,57,0.91,4,0.84,Tinggi
S1284,18,Perempuan,Bisnis,3.69,5,76.3,0.75,Aktif,16,39,0.9,4,0.68,Sedang
S1285,24,Perempuan,Seni,2.45,3,99.5,0.69,Aktif,0,48,0.86,18,0.97,Tinggi
S1286,23,Lainnya,Ilmu Komputer,2.48,4,62.2,0.78,Cuti,2,22,0.9,18,0.83,Tinggi
S1287,19,Perempuan,Ilmu Komputer,3.02,3,65.7,0.63,Cuti,25,25,0.84,5,0.92,Tinggi
S1288,23,Perempuan,Seni,3.55,5,62.1,0.98,Aktif,30,53,0.83,9,0.88,Rendah
S1289,21,Laki-laki,Seni,2.09,4,85.0,0.69,Lulus,7,80,0.83,13,0.69,Tinggi
S1290,18,Lainnya,Bisnis,3.39,5,62.2,0.97,Cuti,7,36,0.76,16,0.74,Rendah
S1291,18,Perempuan,Seni,3.3,4,93.5,0.77,Cuti,34,54,0.68,2,0.59,Sedang
S1292,22,Lainnya,Ilmu Komputer,2.46,5,80.5,0.99,Cuti,38,44,0.87,0,0.65,Tinggi
S1293,21,Perempuan,Ilmu Komputer,3.36,4,81.1,0.82,Aktif,27,88,0.65,9,0.89,Sedang
S1294,18,Perempuan,Ilmu Komputer,3.88,4,82.5,0.97,Aktif,3,37,0.77,2,0.95,Rendah
S1295,21,Perempuan,Ilmu Komputer,2.09,4,66.8,0.6,Cuti,15,16,0.72,4,0.86,Tinggi
S1296,19,Laki-laki,Ilmu Komputer,2.64,4,67.9,0.9,Aktif,12,71,0.64,18,0.73,Sedang
S1297,20,Laki-laki,Bisnis,2.88,6,72.8,0.96,Aktif,19,60,0.99,9,0.54,Sedang
S1298,18,Laki-laki,Ilmu Komputer,3.8,5,83.7,0.66,Cuti,4,55,0.63,15,0.53,Tinggi
S1299,22,Lainnya,Bisnis,3.92,5,68.4,0.64,Aktif,36,29,0.65,0,0.69,Tinggi
S1300,19,Lainnya,Ilmu Komputer,2.89,6,64.7,0.77,Lulus,19,47,0.58,5,0.73,Sedang
S1301,24,Laki-laki,Teknik,3.5,4,98.8,0.97,Aktif,23,70,0.91,8,0.8,Rendah
S1302,21,Lainnya,Teknik,3.06,4,60.9,0.82,Aktif,35,41,0.79,4,0.5,Sedang
S1303,24,Perempuan,Teknik,3.08,5,92.1,0.81,Cuti,33,35,0.81,13,0.99,Sedang
S1304,23,Perempuan,Teknik,2.56,6,91.5,0.66,Cuti,33,67,0.91,9,0.68,Tinggi
S1305,19,Perempuan,Bisnis,2.43,4,71.9,0.6,Lulus,18,48,0.67,1,0.92,Tinggi
S1306,24,Laki-laki,Bisnis,2.58,4,65.4,0.92,Aktif,16,29,0.6,4,0.77,Sedang
S1307,25,Lainnya,Seni,3.11,4,65.8,0.64,Lulus,4,59,0.6,0,0.57,Tinggi
S1308,25,Laki-laki,Ilmu Komputer,2.06,3,87.9,0.85,Lulus,24,88,0.87,9,0.9,Tinggi
S1309,18,Lainnya,Teknik,3.81,6,85.7,0.97,Cuti,17,61,0.81,8,0.85,Rendah
S1310,21,Perempuan,Bisnis,2.31,4,91.3,0.68,Aktif,7,31,0.6,2,0.76,Tinggi
S1311,20,Laki-laki,Ilmu Komputer,2.44,3,97.5,0.87,Cuti,26,62,0.57,14,0.76,Tinggi
S1312,19,Lainnya,Ilmu Komputer,3.04,6,87.7,0.63,Lulus,14,75,0.56,3,0.54,Tinggi
S1313,18,Lainnya,Bisnis,3.42,4,66.2,0.84,Lulus,12,52,0.81,12,0.83,Sedang
S1314,22,Perempuan,Teknik,2.19,5,69.7,0.67,Cuti,15,32,0.5,5,0.96,Tinggi
S1315,23,Laki-laki,Seni,2.64,3,93.7,0.89,Cuti,21,86,0.51,19,0.55,Sedang
S1316,21,Laki-laki,Ilmu Komputer,3.94,3,68.4,0.72,Cuti,19,73,0.69,16,0.63,Tinggi
S1317,19,Laki-laki,Seni,2.52,4,62.9,0.79,Cuti,12,18,0.85,4,0.95,Sedang
S1318,25,Perempuan,Teknik,2.63,4,88.1,0.84,Cuti,19,16,0.85,14,0.64,Sedang
S1319,19,Laki-laki,Teknik,3.67,3,76.1,0.67,Lulus,1,50,0.72,7,0.83,Tinggi
S1320,20,Perempuan,Seni,2.1,5,96.8,0.9,Cuti,34,63,0.85,4,0.77,Tinggi
S1321,25,Perempuan,Teknik,2.93,5,86.0,0.72,Aktif,18,74,0.76,12,0.8,Tinggi
S1322,20,Perempuan,Ilmu Komputer,2.76,6,63.6,0.86,Lulus,36,11,0.99,0,0.71,Sedang
S1323,22,Lainnya,Seni,2.63,4,97.9,0.66,Lulus,5,13,0.58,0,0.65,Tinggi
S1324,23,Laki-laki,Teknik,2.57,5,70.3,0.88,Aktif,13,87,0.8,6,0.52,Sedang
S1325,22,Laki-laki,Seni,2.18,6,73.5,0.65,Aktif,3,41,0.75,4,0.87,Tinggi
S1326,18,Perempuan,Ilmu Komputer,2.63,5,76.1,0.77,Lulus,21,11,0.6,13,0.87,Sedang
S1327,18,Perempuan,Teknik,2.09,4,62.0,0.7,Cuti,38,73,0.87,14,0.84,Tinggi
S1328,22,Laki-laki,Ilmu Komputer,3.56,6,79.9,0.9,Lulus,35,23,0.64,16,0.82,Rendah
S1329,23,Perempuan,Teknik,2.8,6,64.9,0.7,Lulus,33,29,0.69,17,0.62,Tinggi
S1330,22,Laki-laki,Bisnis,2.89,6,76.0,0.95,Aktif,26,58,0.69,6,0.51,Sedang
S1331,23,Lainnya,Teknik,3.79,5,74.0,0.96,Lulus,6,17,0.62,17,0.9,Rendah
S1332,23,Perempuan,Seni,3.32,4,90.9,0.68,Cuti,2,72,0.72,18,0.75,Tinggi
S1333,24,Laki-laki,Teknik,2.02,6,92.1,0.85,Aktif,32,55,0.74,19,0.65,Tinggi
S1334,25,Perempuan,Ilmu Komputer,3.89,3,66.1,0.64,Lulus,1,30,0.87,6,0.55,Tinggi
S1335,21,Laki-laki,Ilmu Komputer,2.47,4,74.7,0.76,Lulus,15,41,0.88,7,0.53,Tinggi
S1336,23,Laki-laki,Teknik,2.22,3,74.9,0.89,Cuti,24,17,0.58,12,0.67,Tinggi
S1337,20,Perempuan,Seni,3.54,3,66.1,0.86,Lulus,14,25,0.8,17,0.9,Rendah
S1338,23,Lainnya,Bisnis,3.0,6,91.9,0.85,Lulus,23,49,0.95,10,0.96,Rendah
S1339,23,Laki-laki,Seni,2.87,6,88.3,0.71,Lulus,14,36,0.55,8,0.95,Tinggi
S1340,23,Laki-laki,Bisnis,2.5,5,67.6,0.75,Lulus,30,27,0.74,0,0.96,Sedang
S1341,24,Laki-laki,Ilmu Komputer,3.09,5,74.7,0.64,Cuti,13,44,0.88,7,0.95,Tinggi
S1342,25,Lainnya,Seni,2.55,5,64.2,0.89,Lulus,13,61,0.81,11,0.76,Sedang
S1343,24,Lainnya,Bisnis,3.8,4,85.1,0.8,Lulus,5,24,0.55,1,0.61,Sedang
S1344,18,Perempuan,Teknik,2.43,5,64.9,0.88,Lulus,13,72,0.7,14,0.9,Tinggi
S1345,24,Lainnya,Ilmu Komputer,3.77,3,99.4,0.7,Aktif,16,62,0.75,17,0.61,Tinggi
S1346,20,Perempuan,Teknik,3.12,5,91.2,0.73,Cuti,17,75,1.0,16,0.63,Tinggi
S1347,20,Perempuan,Ilmu Komputer,3.66,6,75.6,0.73,Aktif,19,40,0.59,14,0.62,Tinggi
S1348,24,Lainnya,Seni,3.43,5,83.1,0.61,Aktif,16,70,0.99,19,0.76,Tinggi
S1349,25,Perempuan,Seni,3.39,4,96.5,0.74,Cuti,15,73,0.69,19,0.66,Tinggi
S1350,22,Lainnya,Ilmu Komputer,2.65,4,82.2,0.92,Aktif,39,43,0.6,8,0.58,Sedang
S1351,21,Perempuan,Ilmu Komputer,2.47,3,67.0,0.96,Aktif,38,64,0.71,2,0.73,Tinggi
S1352,25,Lainnya,Ilmu Komputer,2.42,4,75.1,0.81,Aktif,31,68,0.81,19,0.94,Tinggi
S1353,24,Lainnya,Seni,3.71,5,93.7,0.78,Cuti,8,12,0.61,18,0.79,Sedang
S1354,23,Perempuan,Bisnis,3.64,6,85.8,0.61,Lulus,26,26,0.65,17,0.94,Tinggi
S1355,19,Laki-laki,Teknik,2.88,4,86.0,0.95,Cuti,32,87,0.93,19,0.6,Sedang
S1356,21,Perempuan,Teknik,2.26,3,94.7,0.61,Cuti,9,87,1.0,7,0.58,Tinggi
S1357,21,Lainnya,Seni,2.76,5,95.8,0.98,Cuti,16,55,0.66,0,0.79,Sedang
S1358,20,Laki-laki,Teknik,3.24,3,96.8,0.8,Aktif,35,47,0.57,14,0.73,Sedang
S1359,21,Perempuan,Ilmu Komputer,2.91,4,63.8,0.74,Lulus,16,44,0.9,18,0.83,Tinggi
S1360,24,Perempuan,Bisnis,3.56,4,81.8,0.97,Cuti,17,10,0.8,9,0.9,Rendah
S1361,23,Perempuan,Teknik,4.0,3,89.6,0.61,Cuti,22,38,0.55,11,0.88,Tinggi
S1362,23,Laki-laki,Bisnis,2.38,5,90.3,0.83,Lulus,33,13,0.97,5,0.97,Tinggi
S1363,18,Lainnya,Ilmu Komputer,2.92,4,84.3,0.82,Lulus,7,70,0.54,12,0.7,Sedang
S1364,23,Perempuan,Teknik,2.86,6,66.7,0.69,Lulus,12,26,0.81,3,0.6,Tinggi
S1365,25,Perempuan,Seni,2.61,4,91.9,0.77,Aktif,22,37,0.71,12,0.78,Sedang
S1366,23,Perempuan,Bisnis,2.4,5,88.8,0.86,Lulus,19,59,0.78,16,0.56,Tinggi
S1367,20,Perempuan,Ilmu Komputer,2.13,4,63.4,0.89,Aktif,21,17,0.61,0,0.64,Tinggi
S1368,23,Perempuan,Bisnis,3.77,3,78.6,0.6,Cuti,22,43,0.84,4,0.6,Tinggi
S1369,18,Lainnya,Teknik,2.84,4,67.0,0.97,Aktif,34,68,0.98,16,0.7,Sedang
S1370,19,Lainnya,Teknik,2.99,4,73.5,0.67,Lulus,2,27,0.73,17,0.56,Tinggi
S1371,24,Perempuan,Seni,3.83,5,60.7,0.69,Aktif,33,68,0.76,6,0.52,Tinggi
S1372,20,Laki-laki,Ilmu Komputer,3.55,3,76.0,0.71,Lulus,32,36,0.62,15,0.83,Tinggi
S1373,25,Lainnya,Ilmu Komputer,2.26,5,82.0,0.62,Aktif,16,25,0.95,7,0.81,Tinggi
S1374,19,Laki-laki,Seni,3.13,4,84.8,0.65,Cuti,18,19,0.99,11,0.85,Tinggi
S1375,20,Lainnya,Seni,2.88,6,86.5,0.99,Aktif,29,85,0.89,13,0.83,Sedang
S1376,22,Perempuan,Ilmu Komputer,3.59,4,93.5,0.73,Cuti,22,31,0.77,18,0.56,Tinggi
S1377,21,Lainnya,Bisnis,3.45,5,68.6,0.65,Lulus,14,25,0.98,10,0.65,Tinggi
S1378,22,Perempuan,Bisnis,3.38,6,64.8,0.64,Cuti,13,21,0.58,11,0.56,Tinggi
S1379,23,Lainnya,Seni,2.68,5,94.1,0.89,Lulus,1,84,0.74,12,0.92,Sedang
S1380,19,Perempuan,Bisnis,3.61,5,66.3,0.94,Lulus,38,60,0.77,7,0.87,Rendah
S1381,23,Perempuan,Ilmu Komputer,2.1,3,99.0,0.7,Cuti,17,10,0.75,0,0.6,Tinggi
S1382,21,Perempuan,Teknik,2.32,6,93.7,0.61,Cuti,5,36,0.9,8,0.67,Tinggi
S1383,20,Perempuan,Teknik,2.67,4,80.0,0.69,Aktif,31,76,0.84,1,0.98,Tinggi
S1384,21,Laki-laki,Bisnis,2.15,5,99.3,0.62,Aktif,20,21,0.56,13,0.8,Tinggi
S1385,18,Perempuan,Seni,2.47,4,63.9,0.64,Cuti,39,39,0.67,12,0.9,Tinggi
S1386,21,Laki-laki,Seni,3.66,3,72.1,0.77,Cuti,27,18,0.67,15,0.63,Sedang
S1387,18,Laki-laki,Seni,3.9,3,85.5,0.69,Cuti,26,62,0.78,1,0.61,Tinggi
S1388,21,Perempuan,Seni,2.61,6,74.0,0.81,Cuti,1,70,0.65,3,0.89,Sedang
S1389,24,Laki-laki,Seni,2.53,3,97.1,0.7,Lulus,32,63,0.56,11,0.84,Tinggi
S1390,18,Lainnya,Bisnis,2.56,3,62.6,0.98,Cuti,15,46,0.83,15,0.84,Sedang
S1391,19,Perempuan,Teknik,2.56,4,82.0,0.96,Cuti,38,74,0.93,9,0.78,Sedang
S1392,23,Laki-laki,Teknik,2.07,3,83.6,0.83,Cuti,21,51,0.97,2,0.78,Tinggi
S1393,25,Perempuan,Bisnis,3.85,3,86.1,0.74,Cuti,12,58,0.99,3,0.87,Tinggi
S1394,23,Perempuan,Seni,2.43,5,70.2,0.75,Lulus,1,13,0.89,5,0.64,Tinggi
S1395,22,Perempuan,Bisnis,2.84,3,74.6,0.76,Aktif,13,73,0.57,4,0.68,Sedang
S1396,23,Laki-laki,Teknik,2.02,5,93.7,0.89,Aktif,37,88,0.93,17,0.94,Tinggi
S1397,20,Lainnya,Ilmu Komputer,3.72,3,67.8,0.78,Aktif,27,60,0.7,2,0.65,Sedang
S1398,24,Lainnya,Bisnis,3.46,3,93.1,0.94,Aktif,6,81,0.86,9,0.77,Rendah
S1399,21,Laki-laki,Seni,3.89,6,82.5,0.98,Aktif,17,69,0.77,10,0.85,Rendah
S1400,22,Perempuan,Teknik,3.56,6,90.5,0.73,Lulus,35,88,0.91,18,1.0,Tinggi
S1401,20,Laki-laki,Teknik,2.63,5,88.5,0.82,Aktif,35,40,0.71,13,0.72,Sedang
S1402,20,Laki-laki,Teknik,2.5,3,68.3,0.64,Lulus,3,81,0.53,10,0.71,Tinggi
S1403,18,Laki-laki,Teknik,3.4,4,82.8,0.68,Lulus,29,67,0.78,3,0.92,Tinggi
S1404,23,Perempuan,Seni,2.73,6,94.7,0.77,Aktif,23,13,0.59,5,0.9,Sedang
S1405,19,Laki-laki,Ilmu Komputer,3.13,4,77.3,0.68,Aktif,19,31,0.98,16,0.87,Tinggi
S1406,25,Perempuan,Teknik,2.01,6,98.7,0.95,Aktif,30,12,0.76,18,0.73,Tinggi
S1407,19,Laki-laki,Bisnis,2.12,6,78.1,0.66,Cuti,23,88,0.78,12,0.66,Tinggi
S1408,22,Lainnya,Ilmu Komputer,3.07,3,65.7,0.78,Lulus,6,56,0.95,9,0.8,Sedang
S1409,24,Laki-laki,Teknik,3.13,6,75.6,0.84,Aktif,25,47,0.81,10,0.94,Sedang
S1410,19,Laki-laki,Ilmu Komputer,3.5,4,98.1,0.88,Cuti,12,42,0.65,5,0.94,Rendah
S1411,21,Lainnya,Bisnis,2.26,6,72.8,0.75,Lulus,7,87,0.65,1,0.55,Tinggi
S1412,19,Perempuan,Teknik,3.03,5,94.7,0.95,Cuti,4,57,0.75,0,0.71,Rendah
S1413,22,Perempuan,Bisnis,2.39,3,95.3,0.83,Cuti,12,74,0.93,10,0.73,Tinggi
S1414,25,Laki-laki,Seni,2.19,3,74.0,0.78,Aktif,28,35,0.9,15,0.99,Tinggi
S1415,19,Lainnya,Teknik,2.82,5,63.3,0.63,Lulus,19,17,0.98,2,0.84,Tinggi
S1416,21,Perempuan,Teknik,2.33,5,89.0,0.79,Cuti,13,59,0.54,4,0.7,Tinggi
S1417,18,Laki-laki,Teknik,2.44,5,72.5,0.93,Lulus,31,89,0.63,14,0.51,Tinggi
S1418,24,Lainnya,Teknik,2.64,6,91.3,0.85,Aktif,26,47,0.54,14,0.78,Sedang
S1419,22,Perempuan,Seni,2.52,3,77.7,0.93,Lulus,24,19,0.88,3,0.55,Sedang
S1420,18,Perempuan,Teknik,2.18,5,79.4,0.8,Cuti,3,51,0.57,3,0.92,Tinggi
S1421,18,Lainnya,Ilmu Komputer,2.18,6,91.1,0.65,Cuti,20,46,0.55,7,0.88,Tinggi
S1422,18,Lainnya,Teknik,2.39,5,75.3,0.61,Lulus,17,35,0.78,6,0.73,Tinggi
S1423,20,Lainnya,Seni,2.1,4,77.7,0.72,Cuti,38,21,0.71,16,0.71,Tinggi
S1424,24,Lainnya,Teknik,3.25,4,75.0,0.88,Cuti,14,58,0.86,14,0.95,Rendah
S1425,25,Laki-laki,Ilmu Komputer,2.57,3,74.7,0.92,Cuti,37,23,0.74,4,0.64,Sedang
S1426,23,Lainnya,Seni,2.56,6,81.0,0.72,Aktif,23,55,0.71,12,0.62,Tinggi
S1427,24,Perempuan,Seni,2.66,4,92.4,0.8,Aktif,7,44,0.71,3,0.97,Sedang
S1428,20,Perempuan,Ilmu Komputer,3.33,4,74.5,0.77,Cuti,27,38,0.94,16,0.9,Sedang
S1429,23,Laki-laki,Ilmu Komputer,3.74,6,81.0,0.76,Lulus,20,21,0.7,16,0.91,Sedang
S1430,24,Perempuan,Ilmu Komputer,3.52,5,86.8,0.69,Aktif,15,53,0.67,13,0.6,Tinggi
S1431,18,Perempuan,Ilmu Komputer,3.46,6,70.8,0.65,Lulus,15,75,0.67,13,0.57,Tinggi
S1432,22,Lainnya,Ilmu Komputer,2.97,5,71.1,0.68,Cuti,34,11,0.6,16,0.51,Tinggi
S1433,23,Perempuan,Seni,3.39,4,97.3,0.62,Cuti,16,68,0.93,7,0.62,Tinggi
S1434,21,Laki-laki,Seni,3.11,4,88.9,0.68,Lulus,8,26,0.57,1,0.89,Tinggi
S1435,21,Lainnya,Teknik,2.43,4,83.1,0.6,Aktif,34,19,0.95,12,0.62,Tinggi
S1436,19,Lainnya,Teknik,2.42,3,85.9,0.85,Lulus,28,27,0.64,15,0.86,Tinggi
S1437,23,Laki-laki,Bisnis,2.59,3,61.2,0.73,Lulus,38,31,0.95,15,0.63,Tinggi
S1438,22,Lainnya,Teknik,3.82,3,84.7,0.99,Cuti,17,67,0.9,5,0.7,Rendah
S1439,25,Lainnya,Teknik,3.09,6,80.4,0.68,Aktif,11,62,0.79,3,0.99,Tinggi
S1440,20,Laki-laki,Ilmu Komputer,3.47,4,81.8,0.74,Lulus,18,10,0.83,2,0.62,Tinggi
S1441,18,Lainnya,Ilmu Komputer,2.69,4,74.4,0.74,Aktif,21,70,0.66,5,0.69,Tinggi
S1442,19,Laki-laki,Teknik,2.82,6,63.3,0.6,Cuti,14,40,0.79,3,0.65,Tinggi
S1443,21,Laki-laki,Bisnis,2.25,3,67.7,0.94,Aktif,0,40,0.65,17,0.55,Tinggi
S1444,20,Perempuan,Ilmu Komputer,2.34,6,98.0,0.61,Cuti,1,75,0.7,5,0.74,Tinggi
S1445,20,Perempuan,Teknik,3.65,3,76.3,0.98,Aktif,7,28,0.88,4,0.69,Rendah
S1446,18,Lainnya,Teknik,3.17,4,78.7,0.96,Lulus,21,62,0.62,8,0.85,Rendah
S1447,25,Lainnya,Seni,2.68,5,62.1,0.81,Cuti,24,85,0.92,10,0.91,Sedang
S1448,25,Laki-laki,Bisnis,3.61,3,61.5,0.82,Lulus,1,83,0.69,5,0.77,Sedang
S1449,23,Lainnya,Seni,2.49,4,88.7,0.86,Cuti,8,31,0.77,15,0.52,Tinggi
S1450,21,Laki-laki,Bisnis,3.95,4,81.5,0.75,Aktif,8,32,0.97,18,0.81,Sedang
S1451,25,Laki-laki,Ilmu Komputer,2.69,5,80.3,0.86,Aktif,12,24,0.84,10,0.53,Sedang
S1452,22,Lainnya,Bisnis,2.67,4,69.7,0.62,Cuti,5,35,0.82,14,0.81,Tinggi
S1453,25,Laki-laki,Teknik,2.62,4,89.8,0.62,Cuti,29,12,0.86,8,0.84,Tinggi
S1454,20,Perempuan,Teknik,2.24,3,66.7,0.78,Cuti,14,29,0.96,18,0.6,Tinggi
S1455,18,Lainnya,Bisnis,2.22,3,67.6,0.82,Aktif,14,49,0.62,18,0.91,Tinggi
S1456,22,Perempuan,Bisnis,3.3,5,78.4,0.96,Cuti,6,48,0.81,8,0.96,Rendah
S1457,23,Lainnya,Bisnis,3.75,5,71.5,0.64,Cuti,10,81,0.7,3,0.91,Tinggi
S1458,21,Laki-laki,Seni,3.58,4,69.9,0.93,Lulus,39,27,0.51,9,0.65,Rendah
S1459,23,Lainnya,Bisnis,2.28,3,85.8,0.68,Cuti,37,50,0.56,8,0.79,Tinggi
S1460,20,Perempuan,Ilmu Komputer,3.09,5,86.0,0.76,Lulus,39,79,0.66,18,0.96,Sedang
S1461,22,Laki-laki,Seni,2.21,5,93.0,0.73,Lulus,1,36,0.78,14,0.66,Tinggi
S1462,22,Lainnya,Seni,2.09,6,76.7,0.76,Lulus,38,24,0.94,18,0.91,Tinggi
S1463,22,Lainnya,Bisnis,3.31,5,62.9,0.66,Aktif,9,46,0.9,1,0.5,Tinggi
S1464,20,Lainnya,Ilmu Komputer,3.07,4,70.9,0.8,Lulus,16,67,0.78,9,0.5,Sedang
S1465,20,Perempuan,Seni,2.16,3,99.2,0.92,Cuti,6,14,0.54,18,0.88,Tinggi
S1466,23,Perempuan,Teknik,2.07,5,83.9,0.78,Aktif,39,82,0.64,16,0.88,Tinggi
S1467,19,Lainnya,Seni,3.98,6,88.4,0.8,Aktif,38,16,0.68,19,0.89,Sedang
